Rank,Names,Age,WorthPerBillion,Worth,Work Industry,Company Name,Country,State,City,Organization,Self Made,Gender,Date of Birth,Title,Age Group
637,Ron Baron,78,4.5,4500000000.00,Finance & Investments,MoneyManagement,United States,New York,New York,Not provided,TRUE,Male,23/05/1943,Chief Executive Officer,Old
654,Barry Diller,80,4.4,4400000000.00,Media & Entertainment,OnlineRetail,United States,New York,New York,Not provided,TRUE,Male,02/02/1942,Chief Executive Officer,Old
665,Paul Singer,77,4.3,4300000000.00,Finance & Investments,HedgeFunds,United States,New York,New York,Elliott Management,TRUE,Male,22/08/1944,Investor,Old
687,Vincent Viola,66,4.2,4200000000.00,Finance & Investments,ElectronicTrading,United States,New York,New York,Not provided,TRUE,Male,12/02/1956,Chief Executive Officer,Old
687,Daniel Loeb,60,4.2,4200000000.00,Finance & Investments,HedgeFunds,United States,New York,New York,Third Point,TRUE,Male,18/12/1961,Investor,Middle Aged Adult
687,Jon Stryker,63,4.2,4200000000.00,Healthcare,MedicalEquipment,United States,New York,New York,Not provided,FALSE,Male,03/05/1958,Chief Executive Officer,Old
709,Thomas Secunda,67,4.1,4100000000.00,Media & Entertainment,BloombergLP,United States,New York,Croton-on-Hudson,Not provided,TRUE,Male,23/06/1954,Chief Executive Officer,Old
728,Cameron Winklevoss,40,4,4000000000.00,Finance & Investments,Cryptocurrency,United States,New York,New York,Not provided,TRUE,Male,21/08/1981,Chief Executive Officer,Young Adult
728,Tyler Winklevoss,40,4,4000000000.00,Finance & Investments,Cryptocurrency,United States,New York,New York,Not provided,TRUE,Male,21/08/1981,Chief Executive Officer,Young Adult
728,John Paulson,66,4,4000000000.00,Finance & Investments,HedgeFunds,United States,New York,New York,Paulson & Co. Inc.,TRUE,Male,14/12/1955,Founder,Old
728,Ramzi Musallam,53,4,4000000000.00,Finance & Investments,PrivateEquity,United States,New York,New York,Not provided,TRUE,Male,17/09/1968,Chief Executive Officer,Middle Aged Adult
764,Don Vultaggio & family,70,3.9,3900000000.00,Food & Beverage,Beverages,United States,New York,Port Washington,Not provided,TRUE,Male,26/02/1952,Chief Executive Officer,Old
778,Pablo Legorreta,58,3.8,3800000000.00,Finance & Investments,Investments,United States,New York,Sag Harbor,Not provided,TRUE,Male,30/10/1963,Chief Executive Officer,Middle Aged Adult
778,Katharina Otto-Bernstein,58,3.8,3800000000.00,Real Estate,RealEstate,United States,New York,New York,Not provided,FALSE,Female,01/01/1964,Chief Executive Officer,Middle Aged Adult
801,William Lauder,61,3.7,3700000000.00,Fashion & Retail,EsteeLauder,United States,New York,New York,Not provided,FALSE,Male,11/04/1960,Chief Executive Officer,Old
801,Ira Rennert,87,3.7,3700000000.00,Finance & Investments,Investments,United States,New York,New York,Not provided,TRUE,Male,31/05/1934,Chief Executive Officer,Old
801,John Catsimatidis,73,3.7,3700000000.00,Energy,Oil RealEstate,United States,New York,New York,Not provided,TRUE,Male,07/09/1948,Chief Executive Officer,Old
801,Richard LeFrak & family,76,3.7,3700000000.00,Real Estate,RealEstate,United States,New York,New York,Not provided,FALSE,Male,29/08/1945,Chief Executive Officer,Old
822,Charles Cohen,70,3.6,3600000000.00,Real Estate,RealEstate,United States,New York,New York,Not provided,FALSE,Male,08/02/1952,Chief Executive Officer,Old
822,Jerry Speyer,81,3.6,3600000000.00,Real Estate,RealEstate,United States,New York,New York,Not provided,TRUE,Male,23/06/1940,Chief Executive Officer,Old
851,Aerin Lauder,51,3.5,3500000000.00,Fashion & Retail,Cosmetics,United States,New York,New York,Not provided,FALSE,Female,23/04/1970,Chief Executive Officer,Middle Aged Adult
883,Wesley Edens,60,3.4,3400000000.00,Finance & Investments,Investments,United States,New York,New York,Not provided,TRUE,Male,31/10/1961,Chief Executive Officer,Middle Aged Adult
883,David Gottesman,95,3.4,3400000000.00,Finance & Investments,Investments,United States,New York,Rye,First Manhattan Co.,TRUE,Male,26/04/1926,Chief Executive Officer,Old
883,Steven Klinsky,65,3.4,3400000000.00,Finance & Investments,Investments,United States,New York,New York,Not provided,TRUE,Male,30/05/1956,Investor,Old
951,Barry Silbert,45,3.2,3200000000.00,Finance & Investments,Cryptocurrency,United States,New York,Rye,Not provided,TRUE,Male,15/05/1976,Chief Executive Officer,Middle Aged Adult
951,Daniel Sundheim,45,3.2,3200000000.00,Finance & Investments,HedgeFunds,United States,New York,New York,Not provided,TRUE,Male,29/03/1977,Investor,Middle Aged Adult
984,Karthik Sarma,47,3.1,3100000000.00,Finance & Investments,HedgeFunds,United States,New York,New York,Not provided,TRUE,Male,01/12/1974,Chief Executive Officer,Middle Aged Adult
984,Jeff Sutton,62,3.1,3100000000.00,Real Estate,RealEstate,United States,New York,New York,Not provided,TRUE,Male,17/01/1960,Chief Executive Officer,Old
1012,Charles Zegar,74,3,3000000000.00,Media & Entertainment,BloombergLP,United States,New York,New York,Not provided,TRUE,Male,29/02/1948,Chief Executive Officer,Old
1012,William Ackman,55,3,3000000000.00,Finance & Investments,HedgeFunds,United States,New York,New York,"Pershing Square Capital Management, L.P.",TRUE,Male,11/05/1966,Chief Executive Officer and Founder,Middle Aged Adult
1012,Mortimer Zuckerman,84,3,3000000000.00,Real Estate,RealEstate Media,United States,New York,New York,Boston Properties,TRUE,Male,04/06/1937,Chief Executive Officer and Chairman,Old
1053,Olivier Pomel,45,2.9,2900000000.00,Technology,CloudComputing,United States,New York,New York,Datadog,TRUE,Male,26/03/1977,Cofounder,Middle Aged Adult
1053,"Jeremy Jacobs, Sr. & family",82,2.9,2900000000.00,Service,FoodDeliveryService,United States,New York,East Aurora,Not provided,FALSE,Male,21/01/1940,Chief Executive Officer,Old
1053,Joseph Edelman,66,2.9,2900000000.00,Finance & Investments,HedgeFunds,United States,New York,New York,Perceptive Advisors,TRUE,Male,10/06/1955,Investor,Old
1053,Hamilton James,70,2.9,2900000000.00,Finance & Investments,Investments,United States,New York,New York,Not provided,TRUE,Male,03/08/1951,Chief Executive Officer,Old
1053,Jane Goldman,66,2.9,2900000000.00,Real Estate,RealEstate,United States,New York,New York,Not provided,FALSE,Female,29/07/1955,Chief Executive Officer,Old
1053,Daniel Dines,50,2.9,2900000000.00,Technology,Software,United States,New York,New York,Not provided,TRUE,Male,01/01/1972,Chief Executive Officer,Middle Aged Adult
1096,Felix Baker,53,2.8,2800000000.00,Finance & Investments,Biotech,United States,New York,New York,Not provided,TRUE,Male,29/03/1969,Chief Executive Officer,Middle Aged Adult
1096,Alexis Lê-Quôc,47,2.8,2800000000.00,Technology,CloudComputing,United States,New York,New York,Datadog,TRUE,Male,14/11/1974,Cofounder,Middle Aged Adult
1096,Julian Baker,55,2.8,2800000000.00,Finance & Investments,Investments,United States,New York,New York,Not provided,TRUE,Male,21/05/1966,Chief Executive Officer,Middle Aged Adult
1096,J. Tomilson Hill,73,2.8,2800000000.00,Finance & Investments,Investments,United States,New York,New York,Not provided,TRUE,Male,24/05/1948,Chief Executive Officer,Old
1096,Allan Goldman,79,2.8,2800000000.00,Real Estate,RealEstate,United States,New York,New York,Not provided,FALSE,Male,06/03/1943,Chief Executive Officer,Old
1096,Amy Goldman Fowler,67,2.8,2800000000.00,Real Estate,RealEstate,United States,New York,Rhinebeck,Not provided,FALSE,Female,19/04/1954,Chief Executive Officer,Old
1096,Diane Kemper,76,2.8,2800000000.00,Real Estate,RealEstate,United States,New York,New York,Not provided,FALSE,Female,21/07/1945,Chief Executive Officer,Old
1163,Ben Ashkenazy,52,2.7,2700000000.00,Real Estate,RealEstate,United States,New York,New York,Not provided,TRUE,Male,23/09/1969,Chief Executive Officer,Middle Aged Adult
1196,Alejandro Santo Domingo,45,2.6,2600000000.00,Food & Beverage,BeerDistribution,United States,New York,New York,Not provided,FALSE,Male,13/02/1977,Chief Executive Officer,Middle Aged Adult
1196,Ronald Perelman,79,2.6,2600000000.00,Finance & Investments,LeveragedBuyouts,United States,New York,New York,Not provided,TRUE,Male,01/01/1943,Chief Executive Officer,Old
1238,Stewart Rahr,76,2.5,2500000000.00,Healthcare,DrugDistribution,United States,New York,New York,Not provided,FALSE,Male,18/02/1946,Chief Executive Officer,Old
1292,Hamdi Ulukaya,49,2.4,2400000000.00,Food & Beverage,GreekYogurt,United States,New York,Norwich,Chobani,TRUE,Male,26/10/1972,Entrepreneur,Middle Aged Adult
1292,Chetan Dube,56,2.4,2400000000.00,Technology,Telecom,United States,New York,New York,Not provided,TRUE,Male,05/01/1966,Chief Executive Officer,Middle Aged Adult
1341,Noam Gottesman,60,2.3,2300000000.00,Finance & Investments,HedgeFunds,United States,New York,New York,TOMS Capital,TRUE,Male,24/05/1961,Chief Executive Officer,Middle Aged Adult
1341,Stephen Feinberg,62,2.3,2300000000.00,Finance & Investments,PrivateEquity,United States,New York,New York,Cerberus Capital Management,TRUE,Male,29/03/1960,Chief Executive Officer and Cofounder,Old
1341,David Walentas,83,2.3,2300000000.00,Real Estate,RealEstate,United States,New York,New York,Not provided,TRUE,Male,07/08/1938,Chief Executive Officer,Old
1397,Jeffrey Talpins,47,2.2,2200000000.00,Finance & Investments,HedgeFunds,United States,New York,Larchmont,Element Capital Management,TRUE,Male,06/03/1975,Founder,Middle Aged Adult
1397,Hope Welker,36,2.2,2200000000.00,Metals & Mining,Mining,United States,New York,New York,Not provided,FALSE,Female,13/08/1985,Chief Executive Officer,Young Adult
1397,Devin Finzer,31,2.2,2200000000.00,Technology,OnlineRetail,United States,New York,New York,Not provided,TRUE,Male,18/10/1990,Chief Executive Officer,Young Adult
1397,Alex Atallah,30,2.2,2200000000.00,Technology,OnlineRetail,United States,New York,New York,OpenSea,TRUE,Male,09/03/1992,Cofounder,Young Adult
1397,Howard Marks,75,2.2,2200000000.00,Finance & Investments,PrivateEquity,United States,New York,New York,Oaktree Capital Group LLC,TRUE,Male,23/04/1946,Chairman,Old
1397,Daniel Lubetzky,53,2.2,2200000000.00,Food & Beverage,SnackBars,United States,New York,New York,Not provided,TRUE,Male,28/09/1968,Chief Executive Officer,Middle Aged Adult
1513,David Nahmad,74,2,2000000000.00,Fashion & Retail,ArtCollection,United States,New York,New York,Not provided,TRUE,Male,14/04/1947,Chief Executive Officer,Old
1513,Glenn Dubin,64,2,2000000000.00,Finance & Investments,HedgeFunds,United States,New York,New York,Highbridge Capital Management,TRUE,Male,13/04/1957,Cofounder,Old
1513,Thomas Lee,78,2,2000000000.00,Finance & Investments,PrivateEquity,United States,New York,New York,Not provided,TRUE,Male,27/03/1944,Chief Executive Officer,Old
1513,Josh Kushner,36,2,2000000000.00,Finance & Investments,VentureCapital,United States,New York,New York City,Thrive Capital,TRUE,Male,12/06/1985,Partner,Young Adult
1579,James Dinan,62,1.9,1900000000.00,Finance & Investments,HedgeFunds,United States,New York,North Salem,York Capital Management,TRUE,Male,22/05/1959,Founder,Old
1579,David Lichtenstein,60,1.9,1900000000.00,Real Estate,RealEstate,United States,New York,Monsey,Not provided,TRUE,Male,21/11/1961,Chief Executive Officer,Middle Aged Adult
1645,O. Francis Biondi,57,1.8,1800000000.00,Finance & Investments,HedgeFunds,United States,New York,New York,Not provided,TRUE,Male,04/07/1964,Chief Executive Officer,Middle Aged Adult
1645,Brian Higgins,57,1.8,1800000000.00,Finance & Investments,HedgeFunds,United States,New York,New York,King Street Capital Management,TRUE,Male,08/02/1965,Investor,Middle Aged Adult
1645,Marc Lasry,61,1.8,1800000000.00,Finance & Investments,HedgeFunds,United States,New York,New York,Avenue Capital Group,TRUE,Male,23/09/1960,Founder,Old
1645,Henry Swieca,64,1.8,1800000000.00,Finance & Investments,HedgeFunds,United States,New York,New York,Talpion Fund Management,TRUE,Male,09/05/1957,Founder,Old
1729,Nelson Peltz,79,1.7,1700000000.00,Finance & Investments,Investments,United States,New York,Bedford,Trian Fund Management,TRUE,Male,01/06/1942,Founder,Old
1818,Jamie Dimon,66,1.6,1600000000.00,Finance & Investments,Banking,United States,New York,New York,JPMorgan Chase,TRUE,Male,13/03/1956,Chief Executive Officer,Old
1818,Andres Santo Domingo,43,1.6,1600000000.00,Food & Beverage,BeerDistribution,United States,New York,New York,Not provided,FALSE,Male,01/06/1978,Chief Executive Officer,Middle Aged Adult
1818,Louis Bacon,65,1.6,1600000000.00,Finance & Investments,HedgeFunds,United States,New York,Oyster Bay,"Moore Capital Management, LP",TRUE,Male,25/07/1956,Founder,Old
1818,"Herbert Allen, Jr. & family",82,1.6,1600000000.00,Finance & Investments,Investments Banking,United States,New York,New York,Not provided,FALSE,Male,05/03/1940,Chief Executive Officer,Old
1929,Alan Gerry,93,1.5,1500000000.00,Media & Entertainment,CableTelevision,United States,New York,Liberty,Not provided,TRUE,Male,25/12/1928,Chief Executive Officer,Old
1929,John Farber,96,1.5,1500000000.00,Manufacturing,Chemicals,United States,New York,New York,Not provided,TRUE,Male,23/08/1925,Director,Old
1929,Wilma Tisch,94,1.5,1500000000.00,Finance & Investments,Diversified,United States,New York,New York,Not provided,FALSE,Female,25/06/1927,Chief Executive Officer,Old
1929,Jonathan Tisch,68,1.5,1500000000.00,Diversified,Insurance NFLteam,United States,New York,New York,Not provided,FALSE,Male,07/12/1953,Chief Executive Officer,Old
1929,Greg Mondre,47,1.5,1500000000.00,Finance & Investments,PrivateEquity,United States,New York,New York,Not provided,TRUE,Male,20/05/1974,Chief Executive Officer,Middle Aged Adult
1929,Sidney Kimmel,94,1.5,1500000000.00,Fashion & Retail,Retail,United States,New York,New York,Not provided,TRUE,Male,16/01/1928,Chief Executive Officer,Old
2076,Jay-Z,52,1.4,1400000000.00,Media & Entertainment,Multiple,United States,New York,New York,Roc Nation Sports,TRUE,Male,04/12/1969,Chief Executive Officer,Middle Aged Adult
2076,George Yancopoulos,62,1.4,1400000000.00,Healthcare,Pharmaceuticals,United States,New York,Yorktown Heights,Not provided,TRUE,Male,10/09/1959,Chief Executive Officer,Old
2076,Adam Neumann,43,1.4,1400000000.00,Real Estate,WeWork,United States,New York,New York,Not provided,TRUE,Male,01/04/1979,Chief Executive Officer,Middle Aged Adult
2190,Mitchell Jacobson,71,1.3,1300000000.00,Service,IndustrialEquipment,United States,New York,Locust Valley,Not provided,FALSE,Male,06/03/1951,Chief Executive Officer,Old
2190,Randal Nardone,66,1.3,1300000000.00,Finance & Investments,Investments Energy,United States,New York,New York,Not provided,TRUE,Male,22/06/1955,Chief Executive Officer,Old
2324,Michael Steinhardt,81,1.2,1200000000.00,Finance & Investments,HedgeFunds,United States,New York,Mount Kisco,Not provided,TRUE,Male,07/12/1940,Chief Executive Officer,Old
2324,Laurie Tisch,71,1.2,1200000000.00,Diversified,Insurance NFLteam,United States,New York,New York,Not provided,FALSE,Female,19/02/1951,Chief Executive Officer,Old
2324,J. Christopher Flowers,64,1.2,1200000000.00,Finance & Investments,Investments,United States,New York,New York,J.C. Flowers & Co. LLC,TRUE,Male,27/10/1957,Director,Old
2324,Leonard Schleifer,69,1.2,1200000000.00,Healthcare,Pharmaceuticals,United States,New York,Tarrytown,Regeneron Pharmaceuticals,TRUE,Male,07/07/1952,Chief Executive Officer and Founder,Old
2324,Lawrence Golub,62,1.2,1200000000.00,Finance & Investments,PrivateEquity,United States,New York,New York,Not provided,TRUE,Male,03/10/1959,Investor,Old
2448,Lloyd Blankfein,67,1.1,1100000000.00,Finance & Investments,Banking,United States,New York,New York,Goldman Sachs Group,TRUE,Male,20/09/1954,Chief Executive Officer,Old
2448,David Golub,59,1.1,1100000000.00,Finance & Investments,PrivateEquity,United States,New York,New York,Not provided,TRUE,Male,16/04/1962,Investor,Middle Aged Adult
2578,Boris Jordan,55,1,1000000000.00,Manufacturing,Cannabis,United States,New York,New York,Not provided,TRUE,Male,02/06/1966,Chief Executive Officer,Middle Aged Adult
2578,Joseph Steinberg,78,1,1000000000.00,Finance & Investments,Investments,United States,New York,New York,Not provided,TRUE,Male,05/02/1944,Chief Executive Officer,Old
2578,Larry Fink,69,1,1000000000.00,Finance & Investments,MoneyManagement,United States,New York,New York,BlackRock,TRUE,Male,02/11/1952,Chief Executive Officer and Cofounder,Old
2578,Scott Nuttall,49,1,1000000000.00,Finance & Investments,PrivateEquity,United States,New York,New York,Not provided,TRUE,Male,25/11/1972,Chief Executive Officer,Middle Aged Adult
2578,Axel Stawski,71,1,1000000000.00,Real Estate,RealEstate,United States,New York,Sagaponack,Not provided,TRUE,Male,14/11/1950,Chief Executive Officer,Old
321,Tim Sweeney,51,7.4,7400000000.00,Media & Entertainment,VideoGames,United States,North Carolina,Cary,Not provided,TRUE,Male,13/12/1970,Chief Executive Officer,Middle Aged Adult
369,James Goodnight,79,6.7,6700000000.00,Technology,Software,United States,North Carolina,Cary,SAS Institute,TRUE,Male,06/01/1943,Chief Executive Officer,Old
913,John Sall,74,3.3,3300000000.00,Technology,Software,United States,North Carolina,Cary,SAS Institute,TRUE,Male,04/04/1948,Cofounder,Old
1445,Dennis Gillings,77,2.1,2100000000.00,Healthcare,ClinicalTrials,United States,North Carolina,Durham,Not provided,TRUE,Male,25/04/1944,Chief Executive Officer,Old
2578,Mark Rein,58,1,1000000000.00,Media & Entertainment,VideoGames,United States,North Carolina,Raleigh,Not provided,TRUE,Male,02/05/1963,Chief Executive Officer,Middle Aged Adult
438,Les Wexner & family,84,5.8,5800000000.00,Fashion & Retail,Retail,United States,Ohio,New Albany,L Brands,TRUE,Male,08/09/1937,Chief Executive Officer and Chairman,Old
728,Denise York & family,71,4,4000000000.00,Sports,SanFrancisco49ers,United States,Ohio,Youngstown,San Francisco 49ers,FALSE,Female,21/10/1950,Cochairman,Old
1341,Clayton Mathile,81,2.3,2300000000.00,Food & Beverage,PetFood,United States,Ohio,Brookville,Not provided,TRUE,Male,11/01/1941,Investor,Old
2190,August Troendle,66,1.3,1300000000.00,Healthcare,Pharmaceuticals,United States,Ohio,Cincinnati,Not provided,TRUE,Male,01/01/1956,Chief Executive Officer,Old
2448,Norma Lerner,86,1.1,1100000000.00,Finance & Investments,Banking,United States,Ohio,Cleveland,Not provided,FALSE,Female,28/03/1936,Chief Executive Officer,Old
2448,Nancy Lerner,61,1.1,1100000000.00,Finance & Investments,Banking CreditCards,United States,Ohio,Cleveland,Not provided,FALSE,Female,11/05/1960,Chief Executive Officer,Old
2448,Randolph Lerner,60,1.1,1100000000.00,Finance & Investments,Banking CreditCards,United States,Ohio,Cleveland,Not provided,FALSE,Male,21/02/1962,Chief Executive Officer,Middle Aged Adult
98,Harold Hamm & family,76,17.2,17200000000.00,Energy,Oil Gas,United States,Oklahoma,Oklahoma City,Continental Resources,TRUE,Male,11/12/1945,Chief Executive Officer and Chairman,Old
201,George Kaiser,79,9.9,9900000000.00,Energy,Oil Gas Banking,United States,Oklahoma,Tulsa,BOK Financial,FALSE,Male,29/07/1942,Chairman,Old
213,Tom & Judy Love,64,9.7,9700000000.00,Fashion & Retail,Retail GasStations,United States,Oklahoma,Oklahoma City,Love's Travel Stops and Country Stores,TRUE,Male,Not provided,Chief Executive Officer and Chairman,Old
324,David Green & family,80,7.3,7300000000.00,Fashion & Retail,Retail,United States,Oklahoma,Oklahoma City,Hobby Lobby,TRUE,Male,13/11/1941,Chief Executive Officer,Old
851,Lynn Schusterman,83,3.5,3500000000.00,Energy,Oil Gas Investments,United States,Oklahoma,Tulsa,Not provided,FALSE,Female,21/01/1939,Chief Executive Officer,Old
1238,Chad Richison,51,2.5,2500000000.00,Technology,PayrollSoftware,United States,Oklahoma,Edmond,Not provided,TRUE,Male,10/10/1970,Chief Executive Officer,Middle Aged Adult
27,Phil Knight & family,84,47.3,47300000000.00,Fashion & Retail,Nike,United States,Oregon,Hillsboro,Nike,TRUE,Male,24/02/1938,Chairman,Old
913,Travis Boersma,51,3.3,3300000000.00,Food & Beverage,Coffee,United States,Oregon,Grants Pass,Not provided,TRUE,Male,01/01/1971,Chief Executive Officer,Middle Aged Adult
1341,Timothy Boyle,72,2.3,2300000000.00,Fashion & Retail,ColumbiaSportswear,United States,Oregon,Portland,Not provided,TRUE,Male,07/09/1949,Chief Executive Officer,Old
156,Jeff Yass,63,12,12000000000.00,Finance & Investments,Trading Investments,United States,Pennsylvania,Haverford,Not provided,TRUE,Male,17/07/1958,Chief Executive Officer,Old
284,Michael Rubin,49,8,8000000000.00,Fashion & Retail,OnlineRetail,United States,Pennsylvania,Bryn Mawr,Kynetic,TRUE,Male,21/07/1972,Entrepreneur,Middle Aged Adult
288,Victoria Mars,65,7.9,7900000000.00,Food & Beverage,Candy PetFood,United States,Pennsylvania,Philadelphia,Not provided,FALSE,Female,15/12/1956,Chief Executive Officer,Old
851,Mary Alice Dorrance Malone,72,3.5,3500000000.00,Food & Beverage,CampbellSoup,United States,Pennsylvania,Coatesville,Not provided,FALSE,Female,03/02/1950,Chief Executive Officer,Old
851,Jeffrey Lurie,70,3.5,3500000000.00,Sports,Pharmaceuticals,United States,Pennsylvania,Wynnewood,Not provided,FALSE,Male,08/09/1951,Chief Executive Officer,Old
883,John Middleton,67,3.4,3400000000.00,Food & Beverage,Tobacco,United States,Pennsylvania,Bryn Mawr,Not provided,FALSE,Male,02/03/1955,Chief Executive Officer,Old
951,Thomas Hagen,86,3.2,3200000000.00,Finance & Investments,Insurance,United States,Pennsylvania,Erie,Not provided,FALSE,Male,01/01/1936,Chief Executive Officer,Old
1341,Thomas Tull,51,2.3,2300000000.00,Media & Entertainment,Movies Investments,United States,Pennsylvania,Pittsburgh,Not provided,TRUE,Male,11/06/1970,Chief Executive Officer,Middle Aged Adult
1645,David Paul,55,1.8,1800000000.00,Healthcare,MedicalDevices,United States,Pennsylvania,Audubon,"Globus Medical, Inc.",TRUE,Male,25/12/1966,Founder and Chairman,Middle Aged Adult
1729,Edward Stack,67,1.7,1700000000.00,Fashion & Retail,Dick'sSportingGoods,United States,Pennsylvania,Sewickley,Dick's Sporting Goods,TRUE,Male,27/12/1954,Entrepreneur,Old
1818,Brian Roberts,62,1.6,1600000000.00,Media & Entertainment,Comcast,United States,Pennsylvania,Philadelphia,Comcast,FALSE,Male,28/06/1959,Chief Executive Officer,Old
1818,Jared Isaacman,39,1.6,1600000000.00,Technology,PaymentSoftware,United States,Pennsylvania,Easton,Not provided,TRUE,Male,11/02/1983,Chief Executive Officer,Young Adult
1929,Alan Miller & family,84,1.5,1500000000.00,Healthcare,HealthcareIT,United States,Pennsylvania,Lower Merion,Not provided,TRUE,Male,17/08/1937,Chief Executive Officer,Old
2076,Maggie Hardy Knox,56,1.4,1400000000.00,Service,BuildingMaterials,United States,Pennsylvania,Belle Vernon,Not provided,FALSE,Female,07/12/1965,Chief Executive Officer,Middle Aged Adult
2190,"Alfred West, Jr.",79,1.3,1300000000.00,Finance & Investments,MoneyManagement,United States,Pennsylvania,Paoli,Not provided,TRUE,Male,07/12/1942,Chief Executive Officer,Old
2324,Richard Hayne,74,1.2,1200000000.00,Fashion & Retail,UrbanOutfitters,United States,Pennsylvania,Philadelphia,Urban Outfitters,TRUE,Male,01/09/1947,Chairman,Old
2578,"Richard Yuengling, Jr.",79,1,1000000000.00,Food & Beverage,BeerDistribution,United States,Pennsylvania,Pottsville,Not provided,FALSE,Male,10/03/1943,Chief Executive Officer,Old
1397,Jonathan Nelson,65,2.2,2200000000.00,Finance & Investments,PrivateEquity,United States,Rhode Island,Providence,Providence Equity Partners,TRUE,Male,18/05/1956,Chief Executive Officer,Old
1729,Anita Zucker,70,1.7,1700000000.00,Manufacturing,Chemicals,United States,South Carolina,Charleston,Not provided,FALSE,Female,19/01/1952,Chief Executive Officer,Old
883,T. Denny Sanford,86,3.4,3400000000.00,Finance & Investments,Banking CreditCards,United States,South Dakota,Sioux Falls,Not provided,TRUE,Male,23/12/1935,Chief Executive Officer,Old
73,"Thomas Frist, Jr. & family",83,21.8,21800000000.00,Healthcare,Hospitals,United States,Tennessee,Nashville,Not provided,TRUE,Male,12/08/1938,Chief Executive Officer,Old
601,Fred Smith,77,4.7,4700000000.00,Logistics,FedEx,United States,Tennessee,Memphis,FedEx,TRUE,Male,11/08/1944,Chief Executive Officer and Chairman,Old
687,Martha Ingram & family,86,4.2,4200000000.00,Media & Entertainment,BookDistribution Transportation,United States,Tennessee,Nashville,Ingram Industries,FALSE,Female,20/08/1935,Chairman,Old
778,Jimmy Haslam,68,3.8,3800000000.00,Fashion & Retail,GasStations Retail,United States,Tennessee,Knoxville,Pilot Company,FALSE,Male,09/03/1954,Chief Executive Officer,Old
984,Jon Yarbrough,64,3.1,3100000000.00,Gambling & Casinos,VideoGames,United States,Tennessee,Franklin,Not provided,TRUE,Male,10/05/1957,Chief Executive Officer,Old
1163,Brad Kelley,65,2.7,2700000000.00,Real Estate,Tobacco,United States,Tennessee,Franklin,Not provided,TRUE,Male,23/12/1956,Chief Executive Officer,Old
1341,Bill Haslam,63,2.3,2300000000.00,Fashion & Retail,GasStations,United States,Tennessee,Knoxville,Not provided,FALSE,Male,23/08/1958,Chief Executive Officer,Old
1579,Willis Johnson,74,1.9,1900000000.00,Automotive,DamagedCars,United States,Tennessee,Franklin,Not provided,TRUE,Male,26/05/1947,Chief Executive Officer,Old
2076,Jeffrey Lorberbaum,67,1.4,1400000000.00,Manufacturing,Flooring,United States,Tennessee,Chattanooga,Not provided,FALSE,Male,25/10/1954,Chief Executive Officer,Old
2190,Forrest Preston,89,1.3,1300000000.00,Healthcare,HealthcareIT,United States,Tennessee,Cleveland,Not provided,TRUE,Male,22/03/1933,Chief Executive Officer,Old
2578,Dean Solon,57,1,1000000000.00,Energy,SolarSystems,United States,Tennessee,Gallatin,Not provided,TRUE,Male,01/01/1965,Chief Executive Officer,Middle Aged Adult
1,Elon Musk,50,219,219000000000.00,Automotive,Tesla SpaceX,United States,Texas,Austin,Tesla,TRUE,Male,28/06/1971,Chief Executive Officer,Middle Aged Adult
18,Alice Walton,72,65.3,65300000000.00,Fashion & Retail,Walmart,United States,Texas,Fort Worth,Crystal Bridges Museum of American Art,FALSE,Female,07/10/1949,Philanthropist,Old
24,Michael Dell,57,55.1,55100000000.00,Technology,DellComputers,United States,Texas,Austin,Dell Inc.,TRUE,Male,23/02/1965,Chief Executive Officer and Chairman,Middle Aged Adult
183,Stanley Kroenke,74,10.7,10700000000.00,Sports,Sports RealEstate,United States,Texas,Electra,Not provided,TRUE,Male,29/07/1947,Chief Executive Officer,Old
185,Jerry Jones,79,10.6,10600000000.00,Sports,DallasCowboys,United States,Texas,Dallas,Dallas Cowboys,TRUE,Male,13/10/1942,President,Old
201,Andrew Beal,69,9.9,9900000000.00,Finance & Investments,Banking RealEstate,United States,Texas,Dallas,Not provided,TRUE,Male,29/11/1952,Chief Executive Officer,Old
227,Ann Walton Kroenke,73,9,9000000000.00,Fashion & Retail,Walmart,United States,Texas,Electra,Not provided,FALSE,Female,18/12/1948,Chief Executive Officer,Old
316,Jeffery Hildebrand,63,7.5,7500000000.00,Energy,Oil,United States,Texas,Houston,Not provided,TRUE,Male,05/03/1959,Chief Executive Officer,Old
316,Richard Kinder,77,7.5,7500000000.00,Energy,Pipelines,United States,Texas,Houston,Kinder Morgan,TRUE,Male,19/10/1944,Chief Executive Officer and Chairman,Old
369,Robert F. Smith,59,6.7,6700000000.00,Finance & Investments,PrivateEquity,United States,Texas,Austin,Not provided,TRUE,Male,01/12/1962,Investor,Middle Aged Adult
375,Dannine Avara,58,6.6,6600000000.00,Energy,Pipelines,United States,Texas,Houston,Not provided,FALSE,Female,09/03/1964,Chief Executive Officer,Middle Aged Adult
375,Scott Duncan,39,6.6,6600000000.00,Energy,Pipelines,United States,Texas,Houston,Not provided,FALSE,Male,01/11/1982,Chief Executive Officer,Young Adult
375,Milane Frantz,52,6.6,6600000000.00,Energy,Pipelines,United States,Texas,Houston,Not provided,FALSE,Female,12/08/1969,Chief Executive Officer,Middle Aged Adult
